object,image,force,mask
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599069854.png,"[-0.056, -0.175, -4.505]",data_all/cylinder92/depth_align_cylinder92/1712599085832_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600086761.png,"[0.367, 0.848, -8.379]",data_all/cylinder92/depth_align_cylinder92/1712600090665_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597750211.png,"[0.132, 0.132, -2.347]",data_all/cylinder92/depth_align_cylinder92/1712597770284_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712612379023.png,"[0.183, 0.45, -7.111]",data_all/cylinder92/depth_align_cylinder92/1712612382830_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713839403230.png,"[-0.022, 0.024, -3.332]",data_all/cylinder92/depth_align_cylinder92/1713839406036_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713839644546.png,"[-0.22, 0.023, -2.618]",data_all/cylinder92/depth_align_cylinder92/1713839658229_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713830004096.png,"[0.51, 0.639, -12.405]",data_all/cylinder92/depth_align_cylinder92/1713830004096_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713831536004.png,"[-0.144, -0.182, -1.959]",data_all/cylinder92/depth_align_cylinder92/1713831549537_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713830598795.png,"[-0.234, -0.092, -2.369]",data_all/cylinder92/depth_align_cylinder92/1713830612876_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713834224931.png,"[-0.238, -0.222, -9.175]",data_all/cylinder92/depth_align_cylinder92/1713834227639_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712616536255.png,"[0.199, 0.07, -7.231]",data_all/cylinder92/depth_align_cylinder92/1712616536255_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713837826928.png,"[-0.083, -0.074, -1.696]",data_all/cylinder92/depth_align_cylinder92/1713837840869_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712676299398.png,"[-0.057, 0.001, -6.087]",data_all/cylinder92/depth_align_cylinder92/1712676308047_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713829551767.png,"[-0.128, -0.036, -5.335]",data_all/cylinder92/depth_align_cylinder92/1713829557275_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712677461512.png,"[0.095, 0.018, -2.858]",data_all/cylinder92/depth_align_cylinder92/1712677470710_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712620640982.png,"[0.027, 0.115, -5.284]",data_all/cylinder92/depth_align_cylinder92/1712620648842_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712622626087.png,"[0.161, -0.026, -1.171]",data_all/cylinder92/depth_align_cylinder92/1712622645314_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712677756449.png,"[0.211, 0.12, -5.194]",data_all/cylinder92/depth_align_cylinder92/1712677756449_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712613121576.png,"[0.13, 0.197, -4.485]",data_all/cylinder92/depth_align_cylinder92/1712613129142_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713832165241.png,"[-0.267, 0.138, -5.262]",data_all/cylinder92/depth_align_cylinder92/1713832173615_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713833715915.png,"[-0.115, -0.057, -2.426]",data_all/cylinder92/depth_align_cylinder92/1713833729499_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712676523986.png,"[0.068, 0.015, -2.12]",data_all/cylinder92/depth_align_cylinder92/1712676541279_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713833329762.png,"[0.026, -0.022, -10.99]",data_all/cylinder92/depth_align_cylinder92/1713833329762_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713837048552.png,"[-0.335, 0.236, -5.181]",data_all/cylinder92/depth_align_cylinder92/1713837056874_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712616403466.png,"[0.09, 0.108, -4.106]",data_all/cylinder92/depth_align_cylinder92/1712616414789_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713830725183.png,"[-0.09, 0.078, -3.956]",data_all/cylinder92/depth_align_cylinder92/1713830736407_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713830827345.png,"[-0.372, -0.078, -3.965]",data_all/cylinder92/depth_align_cylinder92/1713830835464_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712626000137.png,"[0.094, 0.009, -1.091]",data_all/cylinder92/depth_align_cylinder92/1712626023019_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712620377446.png,"[-0.266, 0.135, -1.997]",data_all/cylinder92/depth_align_cylinder92/1712620393362_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713841724160.png,"[-0.22, 0.013, -4.554]",data_all/cylinder92/depth_align_cylinder92/1713841732634_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712611969043.png,"[-0.213, -0.033, -7.63]",data_all/cylinder92/depth_align_cylinder92/1712611969043_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712621628602.png,"[-0.055, -0.029, -1.903]",data_all/cylinder92/depth_align_cylinder92/1712621647570_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712610801977.png,"[-0.103, -0.071, -8.322]",data_all/cylinder92/depth_align_cylinder92/1712610806085_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712622350892.png,"[0.252, 0.127, -6.206]",data_all/cylinder92/depth_align_cylinder92/1712622354748_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713884064763.png,"[-0.074, -0.127, -3.367]",data_all/cylinder92/depth_align_cylinder92/1713884077989_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712612737589.png,"[0.004, 0.066, -2.505]",data_all/cylinder92/depth_align_cylinder92/1712612756626_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712611238837.png,"[0.17, 0.104, -5.169]",data_all/cylinder92/depth_align_cylinder92/1712611247001_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712614276925.png,"[0.078, -0.118, -2.78]",data_all/cylinder92/depth_align_cylinder92/1712614292207_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713834729501.png,"[-0.225, 0.12, -6.406]",data_all/cylinder92/depth_align_cylinder92/1713834732308_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712625429136.png,"[0.323, -0.16, -4.047]",data_all/cylinder92/depth_align_cylinder92/1712625440700_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713839238290.png,"[-0.083, -0.017, -2.953]",data_all/cylinder92/depth_align_cylinder92/1713839243853_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713832712921.png,"[0.646, 0.449, -10.153]",data_all/cylinder92/depth_align_cylinder92/1713832712921_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713836516154.png,"[-0.023, -0.24, -4.94]",data_all/cylinder92/depth_align_cylinder92/1713836524474_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713841342094.png,"[0.415, 0.053, -6.059]",data_all/cylinder92/depth_align_cylinder92/1713841350414_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713837486061.png,"[-0.184, 0.195, -3.892]",data_all/cylinder92/depth_align_cylinder92/1713837494633_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713835976845.png,"[-0.112, -0.007, -1.958]",data_all/cylinder92/depth_align_cylinder92/1713835990777_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713834668636.png,"[0.207, 0.096, -6.356]",data_all/cylinder92/depth_align_cylinder92/1713834671544_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713831375870.png,"[-0.164, 0.004, -1.69]",data_all/cylinder92/depth_align_cylinder92/1713831389453_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713883180735.png,"[-0.045, 0.069, -3.3]",data_all/cylinder92/depth_align_cylinder92/1713883188949_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713833938493.png,"[-0.076, -0.082, -3.24]",data_all/cylinder92/depth_align_cylinder92/1713833949170_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713837998578.png,"[-0.09, 0.108, -5.282]",data_all/cylinder92/depth_align_cylinder92/1713838004395_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713835666358.png,"[0.014, -0.019, -2.497]",data_all/cylinder92/depth_align_cylinder92/1713835679947_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713839882344.png,"[0.017, -0.315, -10.411]",data_all/cylinder92/depth_align_cylinder92/1713839882344_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712622388695.png,"[0.253, 0.044, -5.452]",data_all/cylinder92/depth_align_cylinder92/1712622396306_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713839078164.png,"[-0.145, 0.26, -4.514]",data_all/cylinder92/depth_align_cylinder92/1713839086838_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713831117868.png,"[-0.184, -0.12, -2.916]",data_all/cylinder92/depth_align_cylinder92/1713831126183_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712611445231.png,"[0.121, 0.055, -1.867]",data_all/cylinder92/depth_align_cylinder92/1712611465671_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712623793227.png,"[0.019, -0.105, -2.614]",data_all/cylinder92/depth_align_cylinder92/1712623812500_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713837724446.png,"[-0.095, -0.184, -2.363]",data_all/cylinder92/depth_align_cylinder92/1713837738533_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713830586820.png,"[0.003, 0.304, -6.189]",data_all/cylinder92/depth_align_cylinder92/1713830592431_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713836275610.png,"[0.072, 0.05, -5.448]",data_all/cylinder92/depth_align_cylinder92/1713836281124_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713884032648.png,"[-0.245, 0.05, -9.237]",data_all/cylinder92/depth_align_cylinder92/1713884038109_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713841497159.png,"[-0.229, 0.047, -2.545]",data_all/cylinder92/depth_align_cylinder92/1713841510849_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712624931638.png,"[0.178, -0.005, -4.976]",data_all/cylinder92/depth_align_cylinder92/1712624939098_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713833256342.png,"[0.19, -0.052, -1.639]",data_all/cylinder92/depth_align_cylinder92/1713833269875_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713840078457.png,"[-0.068, -0.111, -4.787]",data_all/cylinder92/depth_align_cylinder92/1713840086834_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713831509789.png,"[0.093, 0.353, -9.77]",data_all/cylinder92/depth_align_cylinder92/1713831509789_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713838512986.png,"[-0.134, 0.046, -3.391]",data_all/cylinder92/depth_align_cylinder92/1713838524212_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713835426919.png,"[-0.146, -0.012, -4.588]",data_all/cylinder92/depth_align_cylinder92/1713835434994_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713835381434.png,"[-0.092, -0.032, -2.708]",data_all/cylinder92/depth_align_cylinder92/1713835395127_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713834854948.png,"[0.124, -0.045, -8.131]",data_all/cylinder92/depth_align_cylinder92/1713834854948_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713832387573.png,"[-0.081, 0.002, -3.746]",data_all/cylinder92/depth_align_cylinder92/1713832390230_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713833978296.png,"[-0.234, 0.042, -4.326]",data_all/cylinder92/depth_align_cylinder92/1713833989327_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713831647124.png,"[-0.148, 0.149, -7.557]",data_all/cylinder92/depth_align_cylinder92/1713831649930_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713883607026.png,"[0.065, 0.313, -5.016]",data_all/cylinder92/depth_align_cylinder92/1713883612586_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712611060012.png,"[0.006, -0.068, -4.02]",data_all/cylinder92/depth_align_cylinder92/1712611072083_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713831355671.png,"[-0.193, -0.122, -2.116]",data_all/cylinder92/depth_align_cylinder92/1713831369705_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712610379022.png,"[0.132, 0.133, -5.687]",data_all/cylinder92/depth_align_cylinder92/1712610383128_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713833057325.png,"[-0.071, -0.089, -2.033]",data_all/cylinder92/depth_align_cylinder92/1713833070757_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713832066643.png,"[-0.232, -0.029, -6.718]",data_all/cylinder92/depth_align_cylinder92/1713832072156_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713830360057.png,"[0.011, -0.06, -4.705]",data_all/cylinder92/depth_align_cylinder92/1713830368475_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712625637560.png,"[0.051, -0.0, -4.034]",data_all/cylinder92/depth_align_cylinder92/1712625648879_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713837008648.png,"[-0.264, 0.17, -5.297]",data_all/cylinder92/depth_align_cylinder92/1713837016868_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712620816754.png,"[0.168, 0.233, -7.563]",data_all/cylinder92/depth_align_cylinder92/1712620820658_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713834105794.png,"[0.383, 0.248, -10.154]",data_all/cylinder92/depth_align_cylinder92/1713834108500_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712626220468.png,"[-0.05, 0.306, -3.45]",data_all/cylinder92/depth_align_cylinder92/1712626231733_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712614356087.png,"[0.043, -0.14, -2.748]",data_all/cylinder92/depth_align_cylinder92/1712614375172_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712677891936.png,"[0.088, -0.185, -4.518]",data_all/cylinder92/depth_align_cylinder92/1712677900736_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712620768991.png,"[0.172, 0.244, -6.913]",data_all/cylinder92/depth_align_cylinder92/1712620777104_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712617271111.png,"[0.028, 0.016, -2.118]",data_all/cylinder92/depth_align_cylinder92/1712617290203_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713837110315.png,"[-0.069, -0.014, -2.726]",data_all/cylinder92/depth_align_cylinder92/1713837121543_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713838533234.png,"[-0.058, 0.03, -2.64]",data_all/cylinder92/depth_align_cylinder92/1713838538597_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713834035249.png,"[-0.089, -0.119, -2.674]",data_all/cylinder92/depth_align_cylinder92/1713834048534_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713834949148.png,"[0.17, -0.084, -3.263]",data_all/cylinder92/depth_align_cylinder92/1713834954864_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713839147651.png,"[-0.486, 0.229, -9.373]",data_all/cylinder92/depth_align_cylinder92/1713839147651_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713836126479.png,"[-0.112, -0.012, -3.39]",data_all/cylinder92/depth_align_cylinder92/1713836137803_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712623083247.png,"[-0.038, 0.026, -1.392]",data_all/cylinder92/depth_align_cylinder92/1712623098266_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713841175656.png,"[-0.29, -0.051, -2.304]",data_all/cylinder92/depth_align_cylinder92/1713841189391_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712610202197.png,"[0.08, 0.091, -5.276]",data_all/cylinder92/depth_align_cylinder92/1712610206353_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713830926417.png,"[-0.173, -0.038, -5.138]",data_all/cylinder92/depth_align_cylinder92/1713830934431_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609831623.png,"[-0.059, -0.006, -1.497]",data_all/cylinder92/depth_align_cylinder92/1712609848255_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713883639132.png,"[-0.195, -0.037, -2.708]",data_all/cylinder92/depth_align_cylinder92/1713883652956_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712623299436.png,"[-0.004, 0.058, -4.394]",data_all/cylinder92/depth_align_cylinder92/1712623311005_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712615151499.png,"[-0.024, -0.075, -2.96]",data_all/cylinder92/depth_align_cylinder92/1712615166785_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713883443177.png,"[0.265, 0.253, -4.301]",data_all/cylinder92/depth_align_cylinder92/1713883451392_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712615625250.png,"[0.114, 0.316, -9.626]",data_all/cylinder92/depth_align_cylinder92/1712615625250_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713883632621.png,"[0.013, 0.208, -8.807]",data_all/cylinder92/depth_align_cylinder92/1713883632621_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713840751801.png,"[-0.237, 0.038, -3.28]",data_all/cylinder92/depth_align_cylinder92/1713840762828_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712616740537.png,"[0.233, 0.211, -6.065]",data_all/cylinder92/depth_align_cylinder92/1712616748001_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712616778005.png,"[0.082, 0.063, -3.199]",data_all/cylinder92/depth_align_cylinder92/1712616789479_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713839020211.png,"[-0.045, 0.428, -4.726]",data_all/cylinder92/depth_align_cylinder92/1713839025778_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712677802642.png,"[0.134, 0.039, -4.589]",data_all/cylinder92/depth_align_cylinder92/1712677807090_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712627126941.png,"[-0.041, 0.085, -1.761]",data_all/cylinder92/depth_align_cylinder92/1712627150384_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712619872091.png,"[0.023, 0.087, -3.56]",data_all/cylinder92/depth_align_cylinder92/1712619880156_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713836945588.png,"[-0.047, 0.243, -3.25]",data_all/cylinder92/depth_align_cylinder92/1713836948244_depth_align.npy
Thin Cylinder,data_all/cylinder92/tactile_nobg/1713832526884.png,"[-0.367, -0.181, -5.48]",data_all/cylinder92/depth_align_cylinder92/1713832534954_depth_align.npy
