object,image,force,reference_image
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603908556.png,"[0.242, 0.296, -4.729]",data_all/cylinder92/tactile_nobg/1712603904547.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602915223.png,"[-0.037, -0.002, -1.407]",data_all/cylinder92/tactile_nobg/1712602918981.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602333347.png,"[0.059, 0.048, -6.966]",data_all/cylinder92/tactile_nobg/1712602321624.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603796421.png,"[0.065, 0.22, -11.221]",data_all/cylinder92/tactile_nobg/1712603784596.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609096174.png,"[0.323, 0.758, -12.73]",data_all/cylinder92/tactile_nobg/1712609088361.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600786503.png,"[-0.006, 0.005, -1.506]",data_all/cylinder92/tactile_nobg/1712600814115.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712609002987.png,"[-0.192, 0.01, -6.954]",data_all/cylinder92/tactile_nobg/1712609006894.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598032140.png,"[0.235, 0.357, -12.916]",data_all/cylinder92/tactile_nobg/1712598023875.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601046437.png,"[0.0, -0.019, -2.589]",data_all/cylinder92/tactile_nobg/1712601042529.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603381052.png,"[-0.008, 0.006, -0.767]",data_all/cylinder92/tactile_nobg/1712603408506.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600032221.png,"[0.129, 0.413, -5.193]",data_all/cylinder92/tactile_nobg/1712600047948.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603881096.png,"[0.184, 0.079, -12.439]",data_all/cylinder92/tactile_nobg/1712603877188.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598451584.png,"[-0.127, 0.01, -3.812]",data_all/cylinder92/tactile_nobg/1712598455640.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602457881.png,"[-0.036, 0.22, -5.541]",data_all/cylinder92/tactile_nobg/1712602453974.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608422814.png,"[0.041, 0.07, -2.81]",data_all/cylinder92/tactile_nobg/1712608439240.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608647996.png,"[-0.005, -0.042, -1.632]",data_all/cylinder92/tactile_nobg/1712608672430.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603602299.png,"[0.049, 0.124, -3.233]",data_all/cylinder92/tactile_nobg/1712603621933.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603477878.png,"[-0.046, -0.028, -4.08]",data_all/cylinder92/tactile_nobg/1712603493508.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600411844.png,"[0.084, 0.131, -3.912]",data_all/cylinder92/tactile_nobg/1712600403978.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608226363.png,"[-0.19, 0.209, -10.436]",data_all/cylinder92/tactile_nobg/1712608209739.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602379885.png,"[0.165, 0.048, -7.781]",data_all/cylinder92/tactile_nobg/1712602372121.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601551166.png,"[0.011, 0.094, -1.838]",data_all/cylinder92/tactile_nobg/1712601555025.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602729342.png,"[0.263, 0.803, -12.889]",data_all/cylinder92/tactile_nobg/1712602709699.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607072303.png,"[0.218, 0.228, -11.459]",data_all/cylinder92/tactile_nobg/1712607064086.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602484634.png,"[-0.018, -0.016, -0.68]",data_all/cylinder92/tactile_nobg/1712602500466.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607023917.png,"[0.172, 0.173, -10.039]",data_all/cylinder92/tactile_nobg/1712607015653.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606869472.png,"[0.047, 0.036, -3.204]",data_all/cylinder92/tactile_nobg/1712606865263.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598504160.png,"[0.332, 0.547, -7.22]",data_all/cylinder92/tactile_nobg/1712598491891.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599878592.png,"[-0.07, 0.393, -11.183]",data_all/cylinder92/tactile_nobg/1712599847229.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598285654.png,"[0.071, 0.177, -7.899]",data_all/cylinder92/tactile_nobg/1712598265228.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602744774.png,"[-0.102, 0.041, -2.021]",data_all/cylinder92/tactile_nobg/1712602768523.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607578321.png,"[0.015, -0.051, -1.824]",data_all/cylinder92/tactile_nobg/1712607590687.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598242098.png,"[0.333, 0.227, -7.898]",data_all/cylinder92/tactile_nobg/1712598246103.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601520400.png,"[0.105, 0.291, -5.126]",data_all/cylinder92/tactile_nobg/1712601512583.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601122742.png,"[-0.113, -0.109, -1.129]",data_all/cylinder92/tactile_nobg/1712601134314.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599505570.png,"[-0.039, -0.071, -0.587]",data_all/cylinder92/tactile_nobg/1712599533162.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600470656.png,"[-0.048, 0.055, -10.604]",data_all/cylinder92/tactile_nobg/1712600446860.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601461620.png,"[0.018, 0.001, -0.685]",data_all/cylinder92/tactile_nobg/1712601477403.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602171353.png,"[0.454, 0.379, -9.671]",data_all/cylinder92/tactile_nobg/1712602159579.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599622160.png,"[-0.109, 0.468, -10.333]",data_all/cylinder92/tactile_nobg/1712599610089.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602317766.png,"[-0.02, -0.018, -1.961]",data_all/cylinder92/tactile_nobg/1712602321624.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603869472.png,"[0.031, 0.095, -6.917]",data_all/cylinder92/tactile_nobg/1712603877188.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598459797.png,"[0.009, 0.086, -6.51]",data_all/cylinder92/tactile_nobg/1712598455640.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608435136.png,"[0.03, 0.259, -6.402]",data_all/cylinder92/tactile_nobg/1712608439240.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608656357.png,"[-0.043, -0.033, -4.371]",data_all/cylinder92/tactile_nobg/1712608672430.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602705790.png,"[0.038, 0.157, -3.306]",data_all/cylinder92/tactile_nobg/1712602709699.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602496559.png,"[0.005, 0.088, -3.841]",data_all/cylinder92/tactile_nobg/1712602500466.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601536084.png,"[0.366, 0.696, -12.403]",data_all/cylinder92/tactile_nobg/1712601512583.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602329438.png,"[0.07, 0.086, -5.337]",data_all/cylinder92/tactile_nobg/1712602321624.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602880351.png,"[-0.045, 0.009, -3.746]",data_all/cylinder92/tactile_nobg/1712602868425.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598980492.png,"[0.052, -0.073, -2.872]",data_all/cylinder92/tactile_nobg/1712598980492.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596501724.png,"[-0.085, 0.166, -7.288]",data_all/cylinder92/tactile_nobg/1712596505727.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599129402.png,"[0.55, 0.644, -11.845]",data_all/cylinder92/tactile_nobg/1712599097554.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602143545.png,"[0.012, -0.032, -0.77]",data_all/cylinder92/tactile_nobg/1712602159579.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607116593.png,"[0.025, 0.388, -10.194]",data_all/cylinder92/tactile_nobg/1712607116593.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598812046.png,"[0.293, 0.53, -8.607]",data_all/cylinder92/tactile_nobg/1712598812046.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599688180.png,"[0.026, -0.064, -2.465]",data_all/cylinder92/tactile_nobg/1712599692287.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600961736.png,"[0.023, 0.127, -2.213]",data_all/cylinder92/tactile_nobg/1712600957928.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596307803.png,"[-0.011, 0.038, -0.64]",data_all/cylinder92/tactile_nobg/1712596311908.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603711050.png,"[0.36, 0.486, -11.969]",data_all/cylinder92/tactile_nobg/1712603687456.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603900640.png,"[0.07, 0.125, -2.32]",data_all/cylinder92/tactile_nobg/1712603904547.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601069531.png,"[0.273, 0.521, -10.992]",data_all/cylinder92/tactile_nobg/1712601042529.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597110258.png,"[-0.051, 0.25, -5.689]",data_all/cylinder92/tactile_nobg/1712597098153.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597098153.png,"[-0.082, 0.067, -2.137]",data_all/cylinder92/tactile_nobg/1712597098153.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601481413.png,"[0.017, -0.161, -7.392]",data_all/cylinder92/tactile_nobg/1712601477403.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607059980.png,"[0.117, 0.112, -5.826]",data_all/cylinder92/tactile_nobg/1712607064086.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602313859.png,"[-0.02, -0.051, -1.039]",data_all/cylinder92/tactile_nobg/1712602321624.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606994469.png,"[-0.037, -0.053, -0.392]",data_all/cylinder92/tactile_nobg/1712607015653.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602171353.png,"[0.454, 0.379, -9.671]",data_all/cylinder92/tactile_nobg/1712602159579.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597020912.png,"[0.102, 0.283, -4.863]",data_all/cylinder92/tactile_nobg/1712597009153.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596418888.png,"[-0.114, 0.18, -7.594]",data_all/cylinder92/tactile_nobg/1712596426945.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602112829.png,"[0.157, 0.152, -3.482]",data_all/cylinder92/tactile_nobg/1712602112829.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596426945.png,"[-0.155, 0.331, -10.773]",data_all/cylinder92/tactile_nobg/1712596426945.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603191490.png,"[0.003, 0.31, -7.146]",data_all/cylinder92/tactile_nobg/1712603164342.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608624369.png,"[-0.088, 0.118, -6.953]",data_all/cylinder92/tactile_nobg/1712608612154.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602535337.png,"[-0.122, 0.021, -2.885]",data_all/cylinder92/tactile_nobg/1712602550869.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598901069.png,"[0.219, 0.195, -9.356]",data_all/cylinder92/tactile_nobg/1712598889303.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601130406.png,"[-0.035, 0.002, -2.996]",data_all/cylinder92/tactile_nobg/1712601134314.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599832099.png,"[0.044, 0.265, -8.358]",data_all/cylinder92/tactile_nobg/1712599828142.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600214087.png,"[0.12, 0.232, -9.041]",data_all/cylinder92/tactile_nobg/1712600218043.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599575530.png,"[0.03, 0.445, -8.0]",data_all/cylinder92/tactile_nobg/1712599548136.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712604067922.png,"[0.017, 0.109, -1.205]",data_all/cylinder92/tactile_nobg/1712604075890.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597928672.png,"[0.01, -0.022, -5.497]",data_all/cylinder92/tactile_nobg/1712597924616.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608515359.png,"[-0.0, -0.005, -1.209]",data_all/cylinder92/tactile_nobg/1712608532136.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608346035.png,"[-0.231, -0.222, -4.186]",data_all/cylinder92/tactile_nobg/1712608346035.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602508179.png,"[-0.037, 0.329, -8.291]",data_all/cylinder92/tactile_nobg/1712602500466.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601636578.png,"[-0.03, 0.047, -1.528]",data_all/cylinder92/tactile_nobg/1712601659824.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599169822.png,"[0.297, 0.501, -6.968]",data_all/cylinder92/tactile_nobg/1712599177134.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596620239.png,"[0.001, 0.104, -2.415]",data_all/cylinder92/tactile_nobg/1712596620239.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596837183.png,"[0.004, 0.15, -1.281]",data_all/cylinder92/tactile_nobg/1712596833180.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607072303.png,"[0.218, 0.228, -11.459]",data_all/cylinder92/tactile_nobg/1712607064086.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608310130.png,"[-0.034, 0.101, -5.399]",data_all/cylinder92/tactile_nobg/1712608289600.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598487836.png,"[0.107, 0.113, -2.089]",data_all/cylinder92/tactile_nobg/1712598491891.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599262421.png,"[-0.043, 0.141, -5.352]",data_all/cylinder92/tactile_nobg/1712599246698.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602635994.png,"[-0.222, -0.031, -8.053]",data_all/cylinder92/tactile_nobg/1712602616253.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599339935.png,"[0.015, 0.062, -1.559]",data_all/cylinder92/tactile_nobg/1712599339935.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607907765.png,"[0.093, 0.094, -5.268]",data_all/cylinder92/tactile_nobg/1712607920082.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608901577.png,"[-0.042, -0.024, -1.844]",data_all/cylinder92/tactile_nobg/1712608924916.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599847229.png,"[-0.084, -0.011, -0.592]",data_all/cylinder92/tactile_nobg/1712599847229.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598591748.png,"[0.173, 0.207, -6.932]",data_all/cylinder92/tactile_nobg/1712598600163.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608628426.png,"[-0.086, 0.204, -7.994]",data_all/cylinder92/tactile_nobg/1712608612154.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600714107.png,"[0.082, 0.227, -4.155]",data_all/cylinder92/tactile_nobg/1712600714107.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607920082.png,"[0.33, 0.332, -9.953]",data_all/cylinder92/tactile_nobg/1712607920082.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603582664.png,"[-0.276, -0.267, -12.07]",data_all/cylinder92/tactile_nobg/1712603559023.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606869472.png,"[0.047, 0.036, -3.204]",data_all/cylinder92/tactile_nobg/1712606865263.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600314982.png,"[0.076, -0.028, -1.152]",data_all/cylinder92/tactile_nobg/1712600338618.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601408261.png,"[0.084, 0.124, -12.853]",data_all/cylinder92/tactile_nobg/1712601380803.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596644310.png,"[0.114, 0.539, -9.73]",data_all/cylinder92/tactile_nobg/1712596620239.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600466700.png,"[-0.087, 0.012, -8.629]",data_all/cylinder92/tactile_nobg/1712600446860.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602411644.png,"[0.013, 0.1, -2.742]",data_all/cylinder92/tactile_nobg/1712602399818.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600759997.png,"[0.111, 0.084, -5.984]",data_all/cylinder92/tactile_nobg/1712600763753.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601551166.png,"[0.011, 0.094, -1.838]",data_all/cylinder92/tactile_nobg/1712601555025.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599231475.png,"[0.334, 0.192, -8.76]",data_all/cylinder92/tactile_nobg/1712599235530.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602167395.png,"[0.405, 0.278, -8.146]",data_all/cylinder92/tactile_nobg/1712602159579.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597624078.png,"[0.127, 0.17, -3.99]",data_all/cylinder92/tactile_nobg/1712597636148.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602569909.png,"[-0.078, -0.074, -0.788]",data_all/cylinder92/tactile_nobg/1712602577727.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598885398.png,"[0.001, -0.109, -3.696]",data_all/cylinder92/tactile_nobg/1712598889303.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608779473.png,"[0.009, 0.017, -3.664]",data_all/cylinder92/tactile_nobg/1712608767904.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598468107.png,"[-0.125, -0.086, -10.936]",data_all/cylinder92/tactile_nobg/1712598455640.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712606824444.png,"[-0.007, -0.114, -1.836]",data_all/cylinder92/tactile_nobg/1712606848989.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712607964100.png,"[0.354, 0.184, -10.964]",data_all/cylinder92/tactile_nobg/1712607935303.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601763558.png,"[-0.071, -0.118, -1.559]",data_all/cylinder92/tactile_nobg/1712601779486.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602752592.png,"[-0.069, 0.165, -4.383]",data_all/cylinder92/tactile_nobg/1712602768523.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603370078.png,"[0.213, 0.475, -11.949]",data_all/cylinder92/tactile_nobg/1712603365920.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597964126.png,"[0.11, 0.075, -1.449]",data_all/cylinder92/tactile_nobg/1712597972340.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712596243550.png,"[-0.024, 0.584, -4.786]",data_all/cylinder92/tactile_nobg/1712596231688.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712603857896.png,"[0.012, 0.023, -2.855]",data_all/cylinder92/tactile_nobg/1712603877188.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597367105.png,"[0.236, 0.256, -4.358]",data_all/cylinder92/tactile_nobg/1712597379218.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598178362.png,"[0.082, 0.048, -1.168]",data_all/cylinder92/tactile_nobg/1712598202643.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598659650.png,"[0.019, -0.015, -1.072]",data_all/cylinder92/tactile_nobg/1712598655494.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712602035223.png,"[0.085, 0.167, -6.08]",data_all/cylinder92/tactile_nobg/1712602031317.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712600454725.png,"[-0.011, -0.064, -3.675]",data_all/cylinder92/tactile_nobg/1712600446860.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712597552583.png,"[-0.088, -0.015, -8.063]",data_all/cylinder92/tactile_nobg/1712597548529.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712601450449.png,"[0.219, 0.338, -11.206]",data_all/cylinder92/tactile_nobg/1712601431057.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598115273.png,"[-0.026, -0.068, -9.557]",data_all/cylinder92/tactile_nobg/1712598098899.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712599700052.png,"[-0.068, -0.098, -6.3]",data_all/cylinder92/tactile_nobg/1712599692287.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598221872.png,"[-0.067, -0.019, -1.466]",data_all/cylinder92/tactile_nobg/1712598246103.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598102957.png,"[0.038, 0.111, -3.69]",data_all/cylinder92/tactile_nobg/1712598098899.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712598751321.png,"[0.052, -0.077, -1.529]",data_all/cylinder92/tactile_nobg/1712598759483.png
Thin Cylinder,data_all/cylinder92/tactile_nobg/1712608052241.png,"[0.476, 0.037, -9.794]",data_all/cylinder92/tactile_nobg/1712608052241.png
